==========================================================================================================================
LISTADO COMPLETO DE CLASES CON CONTEO DE ASISTENCIAS
Rango: 2026-05-01 -> 2026-05-31
==========================================================================================================================

ClaseID Fecha      Hora     Sucursal               Disciplina         Tipo     Status   Instructor                Res  Disp Asis  NoAs  Canc  Cap  
72311   2026-05-06 08:00:00 Santa Fe               BeastFormer        g        0        Operacion                 13   13   12    1     0     2    
72314   2026-05-06 09:00:00 Santa Fe               Dual Pilates       g        0        Instructor                9    9    5     4     0     1    
72309   2026-05-06 10:00:00 Santa Fe               Pilates Reformer   g        0        Direccion                 9    9    7     2     0     1    
72316   2026-05-06 10:00:00 Santa Fe               Pilates Reformer   i        0        Direccion                 4    4    2     2     0     1    
70265   2026-05-06 10:12:00 Santa Fe               BeastFormer        g        0        Margot                    1    1    1     0     0     14   
70281   2026-05-06 10:19:00 Santa Fe               BeastFormer        g        0        Margot                    0    0    0     0     0     14   
70282   2026-05-06 10:19:00 Santa Fe               Pilates Reformer   i        0        Christian                 0    0    0     0     0     5    
72312   2026-05-06 11:00:00 Santa Fe               BeastFormer        g        0        Instructor                13   13   13    0     0     2    
70283   2026-05-06 11:07:00 Santa Fe               BeastFormer        g        0        Christian                 0    0    0     0     0     14   
70284   2026-05-06 11:07:00 Santa Fe               Pilates Reformer   i        0        Damian                    0    0    0     0     0     5    
72317   2026-05-06 12:00:00 Santa Fe               Pilates Reformer   i        0        Direccion                 4    4    3     1     0     1    
70285   2026-05-06 13:00:00 Santa Fe               BeastFormer        g        0        Margot                    1    1    1     0     0     14   
72315   2026-05-06 17:00:00 Santa Fe               Dual Pilates       g        0        profesores                9    9    8     1     0     1    
72310   2026-05-06 18:00:00 Santa Fe               Pilates Reformer   g        0        encodeadmin               9    9    8     1     0     1    
70286   2026-05-06 18:26:00 Santa Fe               Pilates Reformer   g        0        Margot                    0    0    0     0     0     10   
72313   2026-05-06 19:00:00 Santa Fe               BeastFormer        g        0        Instructor                13   13   12    1     0     2    
70287   2026-05-07 06:00:00 Santa Fe               Pilates Reformer   g        0        Margot                    0    0    0     0     0     10   
70288   2026-05-07 10:19:00 Santa Fe               BeastFormer        g        0        Margot                    0    0    0     0     0     14   
70289   2026-05-07 10:19:00 Santa Fe               Pilates Reformer   i        0        Christian                 0    0    0     0     0     5    
70290   2026-05-07 11:07:00 Santa Fe               BeastFormer        g        0        Christian                 0    0    0     0     0     14   
70291   2026-05-07 11:07:00 Santa Fe               Pilates Reformer   i        0        Damian                    0    0    0     0     0     5    
70292   2026-05-07 13:00:00 Santa Fe               BeastFormer        g        0        Margot                    0    0    0     0     0     14   
70293   2026-05-07 18:26:00 Santa Fe               Pilates Reformer   g        0        Margot                    0    0    0     0     0     10   
70294   2026-05-08 06:00:00 Santa Fe               Pilates Reformer   g        0        Margot                    0    0    0     0     0     10   
70295   2026-05-08 10:19:00 Santa Fe               BeastFormer        g        1        Margot                    2    2    0     0     0     14   
70296   2026-05-08 10:19:00 Santa Fe               Pilates Reformer   i        1        Christian                 1    1    0     0     0     5    
70297   2026-05-08 11:07:00 Santa Fe               BeastFormer        g        1        Christian                 2    2    0     0     0     14   
70298   2026-05-08 11:07:00 Santa Fe               Pilates Reformer   i        1        Damian                    1    1    0     0     0     5    
70299   2026-05-08 13:00:00 Santa Fe               BeastFormer        g        1        Margot                    0    0    0     0     0     14   
72324   2026-05-08 13:00:00 Santa Fe               Pilates Reformer   g        1        Asael                     0    0    0     0     0     10   
70300   2026-05-08 18:26:00 Santa Fe               Pilates Reformer   g        1        Margot                    0    0    0     0     0     10   
70301   2026-05-09 06:00:00 Santa Fe               Pilates Reformer   g        1        Margot                    0    0    0     0     0     10   
70302   2026-05-09 10:19:00 Santa Fe               BeastFormer        g        1        Margot                    0    0    0     0     0     14   
70303   2026-05-09 10:19:00 Santa Fe               Pilates Reformer   i        1        Christian                 0    0    0     0     0     5    
70304   2026-05-09 11:07:00 Santa Fe               BeastFormer        g        1        Christian                 0    0    0     0     0     14   
70305   2026-05-09 11:07:00 Santa Fe               Pilates Reformer   i        1        Damian                    0    0    0     0     0     5    
70306   2026-05-09 13:00:00 Santa Fe               BeastFormer        g        1        Margot                    0    0    0     0     0     14   
70307   2026-05-09 18:26:00 Santa Fe               Pilates Reformer   g        1        Margot                    0    0    0     0     0     10   
70266   2026-05-11 06:00:00 Santa Fe               Pilates Reformer   g        1        Margot                    0    0    0     0     0     10   
70267   2026-05-11 10:19:00 Santa Fe               BeastFormer        g        1        Margot                    0    0    0     0     0     14   
70268   2026-05-11 10:19:00 Santa Fe               Pilates Reformer   i        1        Christian                 0    0    0     0     0     5    
70269   2026-05-11 11:07:00 Santa Fe               BeastFormer        g        1        Christian                 0    0    0     0     0     14   
70270   2026-05-11 11:07:00 Santa Fe               Pilates Reformer   i        1        Damian                    0    0    0     0     0     5    
70271   2026-05-11 13:00:00 Santa Fe               BeastFormer        g        1        Margot                    0    0    0     0     0     14   
70272   2026-05-11 18:26:00 Santa Fe               Pilates Reformer   g        1        Margot                    0    0    0     0     0     10   

========================================================================================================================
RESUMEN GENERAL
========================================================================================================================
Clases:                142
Reservas (total):      855
Reservas disponibles:  855
Asistencias:           747
No asistidas (cerradas): 102
Reservas canceladas:   0
Tasa asistencia (sobre disponibles): 87.37%

RESUMEN POR SUCURSAL
------------------------------------------------------------------------------------------------------------------------
Sucursal                  Clases     ResDisponibles Asistencias    %Asis     
Centtral Interlomas       36         288            260            90.28    
Santa Fe                  106        567            487            85.89    

========================================================================================================================
CONSTANCIA DE CRITERIOS UTILIZADOS
========================================================================================================================
1) Rango aplicado por session.date_start: 2026-05-01 -> 2026-05-31
2) Reporte base sin filtros de dashboard (no filtra por status/tipo/sucursal publica).
3) Asistencias = SUM(r.is_available = 1 AND r.attended = 1).
4) No asistidas (cerradas) = SUM(r.is_available = 1 AND s.status = 0 AND (r.attended = 0 OR NULL)).
5) Una fila del detalle representa una clase (session) con sus acumulados de reservation.

SUMAS DE CONTROL POR DISCIPLINA (por sucursal)
------------------------------------------------------------------------------------------------------------------------
Sucursal                     Disciplina                Clases     ResDisponibles Asistencias    %Asis     
Centtral Interlomas          Pilates Reformer          36         288            260            90.28    
                            --------------------------------------------------------------------------------
Santa Fe                     BeastFormer               38         242            215            88.84    
Santa Fe                     Pilates Reformer          56         217            186            85.71    
Santa Fe                     Dual Pilates              12         108            86             79.63    
                            --------------------------------------------------------------------------------

SUMAS DE CONTROL POR INSTRUCTOR (por sucursal)
------------------------------------------------------------------------------------------------------------------------
Sucursal                     Instructor                   Clases     ResDisponibles Asistencias    %Asis     
Centtral Interlomas          Margot                       6          48             40             83.33    
Centtral Interlomas          administracion               5          40             35             87.50    
Centtral Interlomas          programador                  4          32             32             100.00   
Centtral Interlomas          Instructor                   4          32             28             87.50    
Centtral Interlomas          Operacion                    3          24             22             91.67    
Centtral Interlomas          Damian                       3          24             22             91.67    
Centtral Interlomas          Roberto                      3          24             21             87.50    
Centtral Interlomas          Asael                        3          24             21             87.50    
Centtral Interlomas          profesores                   2          16             16             100.00   
Centtral Interlomas          Christian                    1          8              8              100.00   
Centtral Interlomas          encodeadmin                  1          8              8              100.00   
Centtral Interlomas          Direccion                    1          8              7              87.50    
                            --------------------------------------------------------------------------------
Santa Fe                     Operacion                    9          88             79             89.77    
Santa Fe                     Instructor                   7          70             61             87.14    
Santa Fe                     Direccion                    8          66             59             89.39    
Santa Fe                     Margot                       32         67             56             83.58    
Santa Fe                     administracion               6          53             45             84.91    
Santa Fe                     programador                  5          44             40             90.91    
Santa Fe                     Roberto                      4          44             37             84.09    
Santa Fe                     profesores                   5          39             32             82.05    
Santa Fe                     encodeadmin                  3          31             27             87.10    
Santa Fe                     Christian                    15         33             26             78.79    
Santa Fe                     Damian                       9          19             15             78.95    
Santa Fe                     Asael                        3          13             10             76.92    
                            --------------------------------------------------------------------------------

SUMAS DE CONTROL POR HORARIO (por sucursal)
------------------------------------------------------------------------------------------------------------------------
Sucursal                     Horario    Clases     ResDisponibles Asistencias    %Asis     
Centtral Interlomas          07:00      6          48             45             93.75    
Centtral Interlomas          08:00      6          48             39             81.25    
Centtral Interlomas          09:00      6          48             42             87.50    
Centtral Interlomas          10:00      6          48             47             97.92    
Centtral Interlomas          18:00      6          48             45             93.75    
Centtral Interlomas          19:00      6          48             42             87.50    
                            --------------------------------------------------------------------------------
Santa Fe                     06:00      7          1              1              100.00   
Santa Fe                     06:30      1          0              0              0.00     
Santa Fe                     07:00      6          54             50             92.59    
Santa Fe                     08:00      6          78             71             91.03    
Santa Fe                     09:00      6          54             41             75.93    
Santa Fe                     10:00      12         78             64             82.05    
Santa Fe                     10:12      1          1              1              100.00   
Santa Fe                     10:19      12         4              1              25.00    
Santa Fe                     11:00      6          78             73             93.59    
Santa Fe                     11:07      12         4              1              25.00    
Santa Fe                     12:00      6          24             20             83.33    
Santa Fe                     13:00      7          2              2              100.00   
Santa Fe                     17:00      6          54             45             83.33    
Santa Fe                     18:00      6          54             48             88.89    
Santa Fe                     18:26      6          3              2              66.67    
Santa Fe                     19:00      6          78             67             85.90    
                            --------------------------------------------------------------------------------

SUMAS DE CONTROL POR DIA DE LA SEMANA (por sucursal)
------------------------------------------------------------------------------------------------------------------------
Sucursal                     Dia          Clases     ResDisponibles Asistencias    %Asis     
Centtral Interlomas          Lunes        6          48             43             89.58    
Centtral Interlomas          Martes       6          48             40             83.33    
Centtral Interlomas          Miercoles    6          48             45             93.75    
Centtral Interlomas          Viernes      6          48             44             91.67    
Centtral Interlomas          Sabado       6          48             45             93.75    
Centtral Interlomas          Domingo      6          48             43             89.58    
                            --------------------------------------------------------------------------------
Santa Fe                     Lunes        17         92             79             85.87    
Santa Fe                     Martes       17         98             84             85.71    
Santa Fe                     Miercoles    18         94             80             85.11    
Santa Fe                     Jueves       7          0              0              0.00     
Santa Fe                     Viernes      19         99             80             80.81    
Santa Fe                     Sabado       18         92             83             90.22    
Santa Fe                     Domingo      10         92             81             88.04    
                            --------------------------------------------------------------------------------

Fin del reporte.
